Se404-851cp	1	19
Se404-851cp	2	19
Se404-851cp	3	19
Se404-851cp	4	19
Se404-851cp	5	19
Se404-851cp	6	20
Se404-851cp	7	20
Se404-851cp	8	20
Se404-851cp	9	20
Se404-851cp	10	20
Se404-851cp	11	20
Se404-851cp	12	20
Se404-851cp	13	21
Se404-851cp	14	21
Se404-851cp	15	21
Se404-851cp	16	21
Se404-851cp	17	21
Se404-851cp	18	21
Se404-851cp	19	21
Se404-851cp	20	21
Se404-851cp	21	21
Se404-851cp	22	21
Se404-851cp	23	22
Se404-851cp	24	22
Se404-851cp	25	22
Se404-851cp	26	22
Se404-851cp	27	22
Se404-851cp	28	22
Se404-851cp	29	22
Se404-851cp	30	22
Se404-851cp	31	22
Se404-851cp	32	22
Se404-851cp	33	22
Se404-851cp	34	22
Se404-851cp	35	22
Se404-851cp	36	23
Se404-851cp	37	23
Se404-851cp	38	23
Se404-851cp	39	23
Se404-851cp	40	23
Se404-851cp	41	23
Se404-851cp	42	23
Se404-851cp	43	23
Se404-851cp	44	23
Se404-851cp	45	23
Se404-851cp	46	23
Se404-851cp	47	23
Se404-851cp	48	24
Se404-851cp	49	24
Se404-851cp	50	24
Se404-851cp	51	24
Se404-851cp	52	24
Se404-851cp	53	24
Se404-851cp	54	24
Se404-851cp	55	24
Se404-851cp	56	24
Se404-851cp	57	26
Se404-851cp	58	26
Se404-851cp	59	26
Se404-851cp	60	27
Se404-851cp	61	27
Se404-851cp	62	27
Se404-851cp	63	27
Se404-851cp	64	28
Se404-851cp	65	28
Se404-851cp	66	28
Se404-851cp	67	28
Se404-851cp	68	28
Se404-851cp	69	28
Se404-851cp	70	28
Se404-851cp	71	28
Se404-851cp	72	29
Se404-851cp	73	29
Se404-851cp	74	29
Se404-851cp	75	30
Se404-851cp	76	30
Se404-851cp	77	30
Se404-851cp	78	30
Se404-851cp	79	30
Se404-851cp	80	30
Se404-851cp	81	30
Se404-851cp	82	30
Se404-851cp	83	30
Se404-851cp	84	30
Se404-851cp	85	30
Se404-851cp	86	30
Se404-851cp	87	30
Se404-851cp	88	30
Se404-851cp	89	30
Se404-851cp	90	30
Se404-851cp	91	30
Se404-851cp	92	30
Se404-851cp	93	30
Se404-851cp	94	31
Se404-851cp	95	31
Se404-851cp	96	33
Se404-851cp	97	34
Se404-851cp	98	34
Se404-851cp	99	34
Se404-851cp	100	34
Se404-851cp	101	34
Se404-851cp	102	34
Se404-851cp	103	34
Se404-851cp	104	34
Se404-851cp	105	34
Se404-851cp	106	35
Se404-851cp	107	35
Se404-851cp	108	35
Se404-851cp	109	35
Se404-851cp	110	35
Se404-851cp	111	35
Se404-851cp	112	35
Se404-851cp	113	35
Se404-851cp	114	36
Se404-851cp	115	36
Se404-851cp	116	36
Se404-851cp	117	36
Se404-851cp	118	36
Se404-851cp	119	36
